stt,ma_loai_vb,ten_san_pham,mo_ta,loai_san_pham,san_pham_chuan,nhom,he_so,linh_vuc,lech_nhom
9.1,3,Quy chế tổ chức và hoạt động của Trường,"Xây dựng, sửa đổi Quy chế tổ chức và hoạt động của Trường.",Quy chế/Quy định,,Nhóm 2,2,9. Xây dựng và hoàn thiện thể chế,hệ số 2 ≠ chuẩn Nhóm 2 = 1.2
9.2,3,Quy định nội bộ chuyên đề,Xây dựng quy định nội bộ cụ thể hóa quy định của cấp trên theo từng lĩnh vực.,Quy chế/Quy định,,Nhóm 2,2,9. Xây dựng và hoàn thiện thể chế,hệ số 2 ≠ chuẩn Nhóm 2 = 1.2
9.3,5,Hướng dẫn quy trình xử lý công việc nội bộ,"Xây dựng, chuẩn hóa quy trình xử lý công việc, quy trình ISO nội bộ.",Hướng dẫn,,Nhóm 2,1.2,9. Xây dựng và hoàn thiện thể chế,
9.4,3.2,Công văn ra ngoài Trường góp ý dự thảo văn bản của cấp trên,"Nghiên cứu, tổng hợp ý kiến góp ý dự thảo văn bản quy phạm, văn bản quản lý.",Công văn,,Nhóm 1,1,9. Xây dựng và hoàn thiện thể chế,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
9.5,3,"Quy chế, Quy định liên quan xây dựng và hoàn thiện thể chế","Ban hành, sửa đổi quy chế, quy định nội bộ liên quan xây dựng và hoàn thiện thể chế.",Quy chế/Quy định,,Nhóm 2,2,9. Xây dựng và hoàn thiện thể chế,hệ số 2 ≠ chuẩn Nhóm 2 = 1.2
9.6,5,Hướng dẫn liên quan xây dựng và hoàn thiện thể chế,"Hướng dẫn nghiệp vụ, chỉ dẫn cách thức thực hiện liên quan xây dựng và hoàn thiện thể chế.",Hướng dẫn,,Nhóm 2,1.2,9. Xây dựng và hoàn thiện thể chế,
9.7,3.1,Công văn nội bộ Trường liên quan xây dựng và hoàn thiện thể chế,"Trao đổi, đề nghị, phối hợp giữa các đơn vị trong Trường liên quan xây dựng và hoàn thiện thể chế.",Công văn,,Nhóm 1,0.5,9. Xây dựng và hoàn thiện thể chế,
9.8,3.2,Công văn ra ngoài Trường liên quan xây dựng và hoàn thiện thể chế,"Trao đổi, báo cáo, đề nghị với cơ quan, đơn vị bên ngoài liên quan xây dựng và hoàn thiện thể chế.",Công văn,,Nhóm 1,0.5,9. Xây dựng và hoàn thiện thể chế,
9.9,9.4,"Báo cáo tiếp thu, giải trình liên quan xây dựng và hoàn thiện thể chế","Báo cáo tiếp thu, giải trình theo yêu cầu của cấp có thẩm quyền liên quan xây dựng và hoàn thiện thể chế.",Báo cáo,,Nhóm 1,0.5,9. Xây dựng và hoàn thiện thể chế,
10.1,7.1,"Chương trình, kế hoạch công tác tháng, quý của đơn vị",Xây dựng kế hoạch công tác của đơn vị theo từng kỳ.,Kế hoạch,,Nhóm 1,1,10. Quản trị tổ chức và điều hành,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
10.2,2,Quyết định phân công nhiệm vụ Lãnh đạo/viên chức,"Phân công, phân cấp nhiệm vụ cho Lãnh đạo, viên chức thuộc đơn vị.",Quyết định,,Nhóm 1,1,10. Quản trị tổ chức và điều hành,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
